cgpa,department,programming_skill_score,problem_solving_score,database_skill_score,coding_contest_rating,coding_contest_platform,internships_count,hackathons_participated,freelance_experience,certifications_count,projects_count,github_repos,communication_skill_score,teamwork_score,learning_consistency_score,aptitude_test_score,mock_interview_score,resume_quality_score,leadership_score,extracurricular_score,presentation_skill_score,employability_score,placement_status
2.1,EEE,22,9,5,309,LeetCode,0,0,1,0,0,0,10,18,28,14,14,18,0,9,9,10.08,0
3.69,CSE,96,100,94,2051,LeetCode,2,5,0,4,4,16,100,71,100,98,95,100,84,98,93,93.86,1
3.58,CSE,75,75,70,1592,HackerRank,0,3,1,4,4,16,65,62,65,69,62,88,59,45,61,67.33,0
3.27,CSE,78,73,68,1808,HackerRank,2,3,1,3,1,6,81,63,67,66,75,76,56,67,65,72.19,1
2.68,CSE,48,37,36,813,CodeChef,2,4,0,2,2,9,31,44,40,32,33,77,27,70,36,37.82,0
2.54,CSE,29,37,23,743,Codeforces,0,2,0,3,1,4,29,26,29,26,30,39,18,23,20,27.45,0
2.65,Civil,36,34,39,816,HackerRank,2,2,0,4,0,5,37,38,25,22,39,80,22,41,39,34.78,0
2.74,English,34,28,24,702,LeetCode,1,1,0,1,0,3,45,41,38,37,40,37,42,32,40,33.35,0
3.22,English,63,85,63,1626,Codeforces,2,3,0,4,4,18,100,71,79,82,87,100,84,69,86,77.94,1
2.18,CSE,24,22,16,708,CodeChef,1,1,0,0,3,12,6,25,18,14,6,63,8,9,11,16.75,0
3.14,CSE,79,63,69,1458,Codeforces,2,3,0,3,3,13,62,45,75,65,62,100,58,48,66,63.92,1
2.66,English,30,35,36,731,LeetCode,0,1,0,1,1,6,46,38,32,33,36,43,44,26,51,32.83,0
2.96,CSE,67,62,59,1359,LeetCode,0,3,1,2,4,15,48,48,65,55,43,80,47,49,52,51.17,1
3.93,CSE,96,93,96,2064,Codeforces,2,4,0,5,5,20,98,85,92,100,96,100,78,86,97,95.45,1
4,CSE,96,95,82,2068,LeetCode,3,4,1,4,4,17,99,74,93,94,99,100,78,70,85,96.78,1
2.01,CSE,29,25,26,359,HackerRank,1,2,0,1,1,5,18,19,22,19,20,42,5,33,15,20.76,0
3.23,CSE,65,66,47,1298,HackerRank,1,4,0,4,3,14,56,42,53,50,54,100,53,70,45,55.94,0
2.54,CSE,35,35,36,657,HackerRank,0,1,0,3,1,5,37,22,30,44,32,49,25,21,34,30.48,0
2,B.B.A,12,15,3,510,Codeforces,1,0,0,0,0,0,26,17,12,4,14,23,8,5,15,12.23,0
2.84,CSE,59,57,58,1178,LeetCode,1,5,1,2,2,9,58,34,65,57,57,64,57,89,47,56.86,1
2.8,Pharmacy,23,26,15,399,CodeChef,0,0,0,1,1,3,40,31,9,18,21,26,23,0,18,23.88,0
3.94,CSE,79,82,78,1929,LeetCode,2,4,1,4,2,10,82,72,72,82,86,98,71,64,87,83.4,1
3.84,CSE,99,90,83,2261,HackerRank,2,5,1,3,5,20,99,94,90,100,93,100,92,100,85,95.5,1
3.5,CSE,88,97,94,2316,Codeforces,1,4,1,4,5,19,82,67,93,90,82,100,73,77,70,84.13,1
2.25,CSE,21,27,37,417,Codeforces,0,1,0,0,0,0,5,17,23,25,14,9,2,8,14,16.03,0
2.88,CSE,65,60,57,1640,LeetCode,2,3,1,3,3,13,60,48,69,69,62,100,58,52,62,61.84,1
2.21,CSE,13,11,15,259,HackerRank,0,0,0,1,0,1,10,5,9,12,9,12,8,0,13,9.17,0
3.09,B.B.A,44,42,34,983,Codeforces,0,3,0,4,2,9,59,57,41,41,50,67,43,63,60,43.76,1
3.27,Pharmacy,63,62,67,1734,Codeforces,1,1,0,1,2,8,74,50,62,61,61,58,66,33,61,61.43,1
3.71,B.B.A,71,62,63,1450,Codeforces,2,3,0,4,5,18,77,67,64,60,69,100,60,56,73,72.12,1
2.85,CSE,33,20,28,619,HackerRank,1,3,0,0,2,7,23,24,19,30,21,50,16,49,13,29.51,1
2.52,Pharmacy,42,39,43,586,HackerRank,1,0,0,1,0,2,53,42,33,41,43,30,35,2,40,38.43,0
3.67,Civil,91,93,85,2274,CodeChef,3,3,0,5,5,20,85,82,100,93,92,100,81,65,81,90.39,1
3.61,CSE,77,67,77,1782,CodeChef,3,3,0,4,3,13,72,72,82,79,78,100,81,57,70,75.91,1
3.37,CSE,72,77,76,1745,Codeforces,2,3,1,2,5,20,67,55,77,72,64,100,63,58,59,73.46,1
2.6,CSE,34,33,24,948,Codeforces,1,2,1,2,2,10,43,27,40,39,36,69,21,29,38,34.94,0
3.7,EEE,86,78,75,1764,HackerRank,2,2,0,3,3,13,78,68,99,86,85,100,77,46,72,78.32,1
2.24,EEE,27,20,21,167,LeetCode,1,0,0,0,0,0,15,2,25,13,10,15,15,0,0,15.68,1
2.3,CSE,44,42,22,508,Codeforces,1,0,0,1,0,0,30,23,35,40,23,18,21,14,17,28.21,0
3.4,CSE,81,80,71,1949,CodeChef,2,4,1,4,1,5,78,65,83,81,79,63,75,88,74,76.61,1
2.92,EEE,58,50,45,1181,Codeforces,0,2,1,3,2,8,35,41,42,48,48,53,42,29,41,42.58,1
2.38,EEE,15,20,14,599,HackerRank,0,3,0,0,0,2,10,17,5,11,11,15,16,37,0,12.44,0
3.1,CSE,63,69,60,1512,LeetCode,3,4,0,5,4,15,61,59,71,75,59,100,58,65,58,70.07,1
3.51,EEE,96,90,83,2315,Codeforces,1,4,1,5,5,20,81,77,94,91,79,100,76,93,86,82,1
3.67,B.B.A,92,86,75,1614,Codeforces,1,2,1,2,4,18,97,87,75,85,91,91,76,51,91,83.71,1
2.39,Pharmacy,18,15,27,260,Codeforces,0,0,0,0,1,4,16,24,15,11,16,19,25,6,19,14.24,0
2.02,English,14,10,4,119,LeetCode,1,1,0,0,1,3,21,20,13,9,16,39,16,10,25,14.42,0
3.14,EEE,61,68,49,1471,CodeChef,1,5,1,3,4,15,53,65,67,69,58,91,57,89,55,63.62,1
3.65,CSE,100,98,86,2376,Codeforces,3,2,0,5,4,19,87,86,97,100,88,100,77,45,74,89.65,1
2.03,B.B.A,8,5,7,0,Codeforces,0,1,0,0,1,2,18,13,12,2,15,23,7,15,17,9.42,0
2.42,CSE,22,28,15,470,Codeforces,0,0,0,1,0,3,1,6,19,16,16,21,19,4,3,12.79,0
4,CSE,83,93,84,2034,Codeforces,3,3,0,5,5,20,75,65,79,88,83,100,72,53,72,88.26,1
3.53,CSE,82,67,75,1705,CodeChef,2,2,1,2,5,18,73,66,87,79,80,100,64,31,69,77.03,1
3.07,EEE,60,57,48,1229,CodeChef,2,3,1,3,2,10,53,52,59,57,56,89,48,50,50,58.21,1
2.81,CSE,69,64,63,1538,LeetCode,1,1,1,4,3,12,57,40,62,70,58,96,57,42,51,58.38,1
2.77,CSE,60,51,43,1290,HackerRank,0,1,0,3,4,16,49,46,54,56,46,80,49,34,46,44.95,1
3.43,CSE,69,71,74,1414,CodeChef,2,4,0,2,3,12,62,51,77,64,59,89,52,71,50,68.01,1
2.36,B.B.A,8,13,5,328,Codeforces,0,0,0,0,0,0,18,24,14,7,8,16,10,0,8,11.4,0
2.95,Pharmacy,47,47,45,1044,LeetCode,1,2,1,4,0,1,58,56,50,48,50,44,54,50,45,48.35,0
3.78,CSE,63,74,64,1741,HackerRank,2,3,1,3,3,11,61,69,63,71,64,98,54,53,67,73.33,1
2.24,EEE,14,27,10,434,LeetCode,0,0,0,1,0,0,21,10,18,19,12,23,10,8,21,14.75,0
3.13,Pharmacy,46,53,41,1263,LeetCode,1,4,1,1,0,0,52,36,43,47,47,23,54,53,52,47.23,0
3.08,CSE,50,40,43,1074,HackerRank,2,2,0,1,4,15,48,35,41,45,50,99,40,33,42,52,0
3.94,CSE,100,92,93,2044,LeetCode,2,4,1,5,5,20,100,82,95,98,96,100,83,83,92,96.49,1
3.43,B.B.A,73,71,59,1243,LeetCode,3,1,1,0,3,13,76,68,72,65,72,100,79,25,78,71.66,1
2,CSE,17,11,19,454,CodeChef,0,0,0,0,0,1,7,4,7,16,9,7,5,0,0,8.35,0
3.27,CSE,71,64,74,1477,LeetCode,2,4,0,2,3,12,60,57,71,71,58,93,59,75,47,65.42,1
3.28,CSE,72,59,60,1273,HackerRank,3,1,1,3,1,6,55,47,52,62,56,90,40,29,57,63.31,0
3.36,B.B.A,53,57,53,1235,Codeforces,1,1,1,4,3,11,79,67,66,66,72,86,67,36,81,65.51,1
3.96,CSE,99,93,100,2076,HackerRank,3,4,1,5,4,15,96,82,99,95,92,100,92,96,100,96.99,1
3.25,CSE,74,75,69,1948,Codeforces,3,0,1,4,3,14,79,66,68,86,72,100,70,17,69,74.86,1
2.19,B.B.A,5,3,9,52,LeetCode,0,0,0,0,1,2,21,27,0,0,17,19,17,2,22,10.8,0
2.75,EEE,48,48,28,911,Codeforces,0,4,1,1,1,6,39,30,39,43,34,38,22,54,46,40.78,0
3.97,English,71,69,72,1390,LeetCode,0,1,0,2,3,14,85,74,62,65,73,78,68,28,73,70.38,1
2.76,CSE,60,54,59,1108,LeetCode,1,2,1,2,2,7,35,55,57,53,46,64,39,46,53,48.05,0
3.2,Civil,73,79,63,1523,Codeforces,1,4,1,3,3,16,76,58,74,78,75,100,65,86,71,69.58,1
3.94,CSE,96,87,82,2119,CodeChef,2,4,1,3,5,20,89,82,85,100,91,100,90,74,89,94.09,1
2,EEE,16,8,28,344,Codeforces,1,0,0,1,0,2,14,3,6,4,11,24,0,9,11,11.54,0
3.96,EEE,100,100,83,2010,LeetCode,2,5,1,4,5,19,97,86,97,95,96,100,83,95,86,97.3,1
3.35,Civil,62,59,45,1099,HackerRank,2,1,0,3,3,13,60,50,61,59,57,94,47,33,58,59.7,1
3.4,CSE,81,71,58,1763,CodeChef,0,3,0,3,2,9,69,61,75,74,74,66,65,52,54,64.47,1
3.4,B.B.A,69,56,56,1219,CodeChef,2,2,0,1,3,10,69,63,58,54,57,95,57,44,65,63.19,1
3.67,CSE,97,89,80,1963,CodeChef,3,4,0,4,3,16,73,73,90,81,76,100,72,77,78,83.73,1
2.45,CSE,30,35,34,677,Codeforces,0,3,1,1,1,4,22,17,33,33,23,26,19,50,23,29,0
2.63,CSE,52,52,49,1258,CodeChef,1,3,0,0,2,7,35,56,54,52,41,53,30,45,44,42.84,0
3.45,CSE,86,96,91,1942,LeetCode,2,5,1,4,4,16,79,76,96,91,85,100,78,91,77,87.63,1
3.96,CSE,100,92,90,2500,LeetCode,3,5,1,4,4,18,100,91,100,100,91,100,86,100,83,94.59,1
3.76,EEE,87,76,71,1775,CodeChef,3,3,0,5,4,15,78,76,87,90,77,100,74,55,69,84.48,1
3.39,Pharmacy,78,63,66,1398,CodeChef,1,3,1,3,2,9,71,68,67,68,73,71,67,70,65,67.82,1
3.34,EEE,86,86,62,1564,CodeChef,1,2,0,3,4,17,71,77,83,89,76,100,84,36,62,72.28,1
2.58,CSE,56,54,44,1263,Codeforces,0,3,0,1,1,5,44,45,55,48,43,40,33,50,26,40.84,0
3.74,CSE,94,93,100,2182,Codeforces,3,4,0,5,5,20,94,84,95,100,98,100,85,84,85,96.63,1
2.32,CSE,17,16,13,535,HackerRank,0,2,0,1,0,0,8,3,9,15,10,17,7,29,6,14.66,0
2,CSE,26,12,20,443,CodeChef,0,1,1,0,1,6,11,8,14,24,25,20,11,21,32,15.33,1
2.72,EEE,53,54,52,735,HackerRank,1,1,0,3,2,9,55,44,47,55,53,69,42,20,44,47.18,1
3.65,CSE,91,88,82,1833,CodeChef,2,5,0,5,3,12,78,66,90,84,79,100,85,90,69,83.84,1
2.69,Pharmacy,16,22,13,468,CodeChef,2,0,0,0,3,9,22,19,20,17,21,75,17,0,20,27.15,0
3.69,CSE,83,75,73,1977,Codeforces,2,4,0,4,4,18,70,63,76,80,71,100,67,56,67,78.81,1
4,CSE,97,98,94,2132,HackerRank,2,5,1,4,3,16,89,71,92,100,94,100,78,89,81,93.92,1
2.58,Civil,22,28,14,540,LeetCode,1,0,0,0,0,0,14,19,16,21,21,27,12,10,20,20.14,1
2.58,CSE,35,35,54,801,CodeChef,0,1,0,2,0,2,28,29,36,38,28,28,22,26,29,29.22,0
3.91,CSE,92,94,85,2260,LeetCode,3,3,1,2,5,20,93,87,100,97,99,100,100,66,99,95.06,1
3.7,English,81,76,73,1571,LeetCode,2,1,1,3,4,16,90,78,70,67,82,100,75,33,87,80.12,1
3.19,EEE,78,76,71,1267,HackerRank,0,4,0,4,2,9,55,63,78,75,56,67,49,60,59,60.44,0
2.21,CSE,14,12,2,120,HackerRank,1,0,1,0,2,8,16,11,8,2,9,50,0,5,15,15.46,0
3.77,EEE,100,87,89,2097,HackerRank,3,3,0,5,5,20,100,97,97,97,94,100,77,64,90,96.06,1
3.17,EEE,70,66,49,1492,LeetCode,3,3,1,3,3,14,46,60,58,58,52,100,60,64,58,62.13,1
3.76,CSE,100,89,77,2166,LeetCode,3,3,1,5,4,15,89,89,91,88,89,100,76,64,81,89.96,1
2.88,CSE,48,43,32,1056,Codeforces,1,1,0,3,0,0,34,22,42,44,34,47,18,23,31,36.72,0
3.7,CSE,94,99,91,2194,CodeChef,0,3,0,5,5,20,87,83,89,96,90,100,78,76,87,82.17,1
2.6,CSE,34,29,29,823,CodeChef,2,1,0,1,2,9,30,21,23,27,31,71,23,10,30,32.23,0
2.06,English,9,0,3,44,CodeChef,0,1,0,0,0,0,19,14,0,5,15,11,27,22,17,6.47,0
2.57,CSE,56,50,47,1040,LeetCode,1,1,0,4,1,6,38,39,41,49,38,53,30,23,36,40.31,0
2,CSE,21,19,10,266,Codeforces,0,2,0,1,1,3,16,6,15,17,14,26,2,25,4,13.31,0
2.77,CSE,32,36,28,583,LeetCode,0,1,1,4,2,8,26,22,26,30,25,66,14,19,27,29.54,0
2.68,CSE,52,60,55,1042,HackerRank,2,0,0,3,3,14,53,41,54,56,45,100,40,2,38,51.41,0
3.04,CSE,54,53,64,1232,CodeChef,1,3,0,4,2,9,51,38,64,62,64,79,50,61,54,56.47,1
3.7,EEE,88,82,65,1921,CodeChef,3,4,1,4,5,20,73,65,84,82,77,100,56,68,78,80.99,1
2.56,EEE,25,31,30,609,CodeChef,0,0,0,0,2,8,20,17,29,21,17,41,11,7,17,21.12,1
3.8,CSE,100,96,92,2120,Codeforces,3,4,1,4,4,18,100,77,100,94,97,100,89,82,92,96.72,1
3.36,CSE,76,72,51,1587,CodeChef,2,3,0,3,5,20,75,65,72,73,70,100,44,57,55,69.74,1
3.58,CSE,62,66,68,1299,HackerRank,1,2,1,1,5,19,56,52,63,65,54,100,53,35,43,65.04,1
3.36,EEE,64,72,64,1595,Codeforces,2,3,1,3,1,5,65,69,65,66,61,73,63,64,56,66.07,1
2.58,CSE,34,44,39,562,HackerRank,1,2,1,2,3,12,40,25,35,42,39,91,15,52,32,40.9,0
3.72,CSE,100,90,93,2390,LeetCode,1,2,1,2,4,19,100,74,98,96,99,100,88,57,98,88.49,1
2.25,CSE,8,10,8,99,HackerRank,0,0,0,0,1,1,6,1,14,10,10,15,0,1,0,9.16,0
3.33,Pharmacy,60,67,55,1211,LeetCode,3,3,0,0,4,16,65,77,75,63,60,100,54,52,62,68.57,1
3.44,CSE,76,80,66,1561,LeetCode,1,3,1,4,2,8,57,51,58,69,56,77,49,57,51,63.86,1
2.51,CSE,29,22,4,254,HackerRank,0,0,0,0,1,4,20,0,25,16,14,27,5,8,5,16.48,1
2.74,CSE,47,46,42,806,LeetCode,1,1,0,4,3,10,37,32,43,43,23,93,41,25,29,39.99,0
3.44,English,63,57,52,984,CodeChef,2,1,1,2,4,16,82,64,65,63,68,100,67,31,72,68.72,1
2.8,Civil,17,18,10,351,LeetCode,1,0,0,0,0,1,18,29,21,17,21,15,13,15,22,22.45,0
2.24,EEE,9,21,12,476,CodeChef,0,1,1,0,0,0,13,18,22,19,8,1,14,21,9,12.8,0
2.68,CSE,54,37,39,819,HackerRank,1,3,0,5,3,10,41,32,45,46,40,89,33,53,29,42.59,1
2.34,Civil,20,26,17,656,CodeChef,2,1,0,2,0,3,33,27,15,29,26,61,14,15,22,26.96,1
2.47,CSE,17,24,22,393,HackerRank,0,0,0,0,1,2,19,11,23,20,19,28,11,4,11,18.57,1
2.47,EEE,35,39,25,521,HackerRank,1,1,1,4,1,3,22,23,31,25,25,63,24,18,20,28.46,1
2,Pharmacy,7,6,0,0,CodeChef,0,0,0,0,1,3,4,4,7,6,8,27,11,0,0,4.66,0
3.09,CSE,82,77,69,1931,LeetCode,2,5,1,0,5,20,71,66,74,80,75,100,67,88,69,75.14,1
3.38,EEE,89,87,84,1695,HackerRank,3,5,0,4,5,18,89,82,88,92,85,100,68,93,82,87.1,1
2.16,Civil,9,8,14,242,LeetCode,0,0,0,2,1,3,1,3,0,0,7,37,1,0,6,6.38,0
3.92,CSE,100,99,86,2027,LeetCode,2,3,1,2,5,20,93,88,99,100,95,100,74,57,84,94.78,1
3.52,B.B.A,65,74,48,1114,Codeforces,1,2,1,1,3,13,81,76,74,72,82,87,76,55,79,70.62,1
2.85,EEE,28,42,38,832,CodeChef,1,2,0,1,1,5,39,20,29,35,44,46,36,39,36,37.78,0
2.42,CSE,30,19,23,383,CodeChef,0,1,0,1,2,8,25,19,28,19,14,51,24,5,6,21.64,0
2.68,CSE,51,51,49,1110,HackerRank,1,2,0,1,2,10,40,29,41,47,42,57,46,40,29,44.5,1
3.39,B.B.A,68,59,68,1381,Codeforces,1,2,0,1,4,15,79,64,77,71,72,88,66,40,75,67.15,1
2.22,Civil,19,14,30,406,HackerRank,1,1,0,1,2,7,16,26,15,16,16,60,9,19,17,20.75,0
2.95,EEE,71,58,49,1249,HackerRank,0,3,0,3,5,20,60,54,64,52,55,100,41,68,62,53.53,0
2.19,CSE,27,22,24,643,Codeforces,0,2,0,0,0,0,27,14,22,24,24,5,5,29,18,19.49,1
2.69,CSE,41,39,35,601,LeetCode,0,0,0,3,1,1,26,29,29,21,27,40,24,12,28,26.63,0
3.38,CSE,76,76,58,1817,CodeChef,2,2,1,3,4,18,74,63,61,68,72,100,70,45,48,71.91,1
2.8,CSE,24,30,26,575,Codeforces,1,0,0,0,2,7,23,13,19,26,21,62,6,5,26,29.68,0
2.87,CSE,68,69,58,1596,LeetCode,0,2,1,3,4,19,46,57,62,59,57,91,51,42,54,52.87,1
4,B.B.A,72,74,65,1536,Codeforces,2,5,0,3,3,12,81,74,69,74,86,100,77,88,85,81.62,1
4,CSE,93,89,80,1872,CodeChef,1,5,1,4,4,16,81,85,89,89,80,100,78,90,82,83.6,1
3.59,CSE,95,87,65,1841,HackerRank,1,4,0,5,3,11,70,63,79,85,78,95,61,69,70,77.59,1
2,CSE,13,18,22,262,LeetCode,0,0,1,0,0,0,2,12,10,11,8,7,6,0,5,11.42,0
2.64,CSE,36,36,33,728,Codeforces,0,2,0,3,0,2,20,30,40,29,27,26,22,27,35,27.12,0
2.03,CSE,16,16,1,345,Codeforces,0,0,0,0,1,4,7,0,8,15,13,16,16,9,6,8.34,0
2.6,CSE,62,46,36,969,CodeChef,0,0,1,2,2,8,39,26,50,49,51,44,30,9,41,40.71,0
2.93,Pharmacy,62,54,65,1483,Codeforces,1,3,1,3,2,10,65,61,66,67,67,86,53,42,68,57.97,1
2.21,CSE,10,10,8,128,CodeChef,0,0,0,0,0,0,13,7,6,14,10,10,0,19,0,9.63,0
3.01,CSE,62,57,55,1245,HackerRank,1,2,0,1,3,13,53,50,56,56,50,74,40,55,44,53.03,0
2.16,CSE,42,41,35,866,Codeforces,1,1,0,0,2,7,21,10,23,23,20,54,22,14,19,26.7,0
3.02,B.B.A,63,46,38,1381,CodeChef,0,2,1,3,0,3,60,42,50,48,57,44,50,41,63,49.07,1
2.68,CSE,56,62,49,1369,LeetCode,3,4,0,3,2,10,54,47,55,53,54,100,50,62,52,55.51,1
3.72,CSE,96,90,78,1807,CodeChef,3,3,0,5,3,13,74,70,78,88,83,100,69,52,73,84.84,1
3.83,B.B.A,86,85,92,1976,LeetCode,3,4,1,4,2,10,98,90,77,89,89,100,84,78,89,90.74,1
2.59,EEE,39,31,28,449,CodeChef,1,1,1,0,1,4,24,24,30,26,20,39,13,18,29,28.1,1
2.64,EEE,43,28,34,909,LeetCode,3,0,1,2,2,10,25,34,31,22,25,98,19,11,23,35.75,0
2.64,EEE,58,50,49,1096,CodeChef,1,5,0,3,3,12,44,37,55,52,47,83,33,71,45,49.92,0
3.41,CSE,74,79,77,1694,HackerRank,2,3,1,3,3,14,66,60,77,76,72,100,67,59,56,71.73,1
3.69,CSE,81,81,71,1997,CodeChef,2,5,0,4,4,14,82,75,79,77,80,100,64,93,72,80.69,1
3.82,CSE,90,94,72,2193,HackerRank,2,2,1,4,5,20,88,79,97,100,92,100,84,41,89,90.01,1
2.64,CSE,25,37,43,622,Codeforces,0,2,0,1,2,9,23,29,29,29,33,42,24,29,19,29.93,0
2.88,Pharmacy,20,21,9,464,LeetCode,1,0,0,2,0,1,28,34,15,18,34,40,17,0,19,24.83,0
3.17,EEE,89,85,70,1805,Codeforces,2,3,1,2,4,16,76,61,82,75,73,100,53,41,65,75.42,1
2.56,CSE,21,25,22,780,Codeforces,0,1,0,3,1,6,24,37,30,34,28,47,18,17,10,25.13,0
3.88,CSE,100,92,99,2016,CodeChef,3,3,0,4,5,20,90,86,93,98,95,100,94,64,90,96.75,1
3.05,CSE,54,65,65,1330,CodeChef,1,1,1,4,3,15,56,65,55,58,53,100,55,20,51,55.27,0
2.39,EEE,22,19,23,525,Codeforces,0,1,0,2,0,1,21,26,11,16,16,21,14,24,7,17.16,1
2.56,English,15,16,4,324,Codeforces,0,0,0,0,0,1,28,31,11,17,32,7,14,4,26,19.09,0
3.84,CSE,84,80,85,1767,Codeforces,2,1,0,5,5,20,82,59,84,93,83,100,70,34,70,86.51,1
2.69,CSE,34,35,27,710,Codeforces,1,2,0,2,1,4,26,18,27,31,31,47,18,26,17,32.07,0
2.63,EEE,55,52,39,1096,LeetCode,2,0,1,3,2,9,43,38,57,57,45,100,42,10,40,47.57,0
3.51,CSE,87,86,71,2091,LeetCode,2,0,1,4,5,20,78,74,67,81,75,100,66,24,75,79.4,1
2.41,EEE,30,21,33,231,HackerRank,1,1,0,0,1,4,22,12,13,19,18,34,23,14,17,24.15,1
3.28,EEE,73,76,78,1640,Codeforces,2,3,0,2,2,12,69,74,72,68,73,89,72,54,65,67.7,1
2.48,EEE,44,40,40,1080,LeetCode,0,2,0,1,0,0,27,25,39,38,38,21,25,36,36,30.82,0
2,EEE,8,13,4,416,HackerRank,0,0,0,0,0,0,0,0,18,4,1,5,2,0,5,0.74,0
3.44,English,71,68,66,1673,LeetCode,0,3,0,3,2,8,83,65,56,64,73,58,71,66,77,65.68,1
2.72,EEE,46,43,39,747,CodeChef,0,1,0,3,1,6,29,35,45,37,35,40,33,17,32,33.69,0
3.95,CSE,95,93,90,2145,LeetCode,3,4,1,5,5,20,99,98,100,100,89,100,85,72,81,97.24,1
3.85,English,93,95,79,2021,HackerRank,1,3,0,5,3,13,100,95,94,94,95,100,83,59,97,89.51,1
2.68,CSE,50,47,41,1073,HackerRank,1,2,0,3,2,8,45,35,50,57,45,69,37,39,27,45.6,0
3.52,CSE,85,90,76,1928,Codeforces,0,5,1,4,5,20,88,78,94,89,79,100,82,100,60,81.52,1
3.86,EEE,86,85,79,1885,HackerRank,2,3,1,4,4,17,84,79,89,94,86,100,71,63,78,88.58,1
2.9,Pharmacy,44,29,34,648,HackerRank,0,0,0,1,4,15,36,41,30,28,27,78,21,4,30,34.13,0
3.49,CSE,94,90,98,1976,LeetCode,3,4,1,3,2,7,82,77,95,95,79,100,79,63,82,87.31,1
2.31,Pharmacy,18,17,21,723,LeetCode,0,0,0,2,0,1,16,24,19,23,25,21,7,3,26,16.57,0
3.78,Civil,81,82,74,1652,Codeforces,2,2,0,3,4,17,92,75,73,82,82,100,76,48,64,82.02,1
2.98,CSE,57,57,50,1258,Codeforces,2,3,0,0,1,4,57,57,64,62,55,63,43,67,51,55.7,1
2.67,Pharmacy,48,49,42,1110,Codeforces,2,2,0,2,1,5,47,43,49,45,41,72,37,40,44,43.92,0
3.03,CSE,57,56,63,1519,LeetCode,2,3,0,3,3,13,54,50,60,68,58,100,42,54,55,59.7,1
2.56,CSE,64,58,57,1413,Codeforces,1,2,0,1,2,9,59,44,71,68,61,72,42,45,52,54.4,1
2.21,CSE,24,20,18,34,HackerRank,0,1,1,0,1,2,16,2,8,14,10,28,7,4,22,15.55,0
2.35,EEE,18,18,12,318,HackerRank,1,0,0,0,1,3,15,7,21,14,7,37,20,0,0,16.93,0
3.11,CSE,65,65,52,1327,LeetCode,3,2,0,3,3,11,50,45,57,59,52,100,48,25,50,58.95,0
3.44,CSE,77,70,54,1433,HackerRank,1,2,0,1,3,14,67,73,71,73,68,77,56,48,56,65.12,1
2.84,CSE,64,62,59,1397,CodeChef,1,2,0,4,4,17,58,46,65,60,55,100,35,47,52,56.4,0
3.33,CSE,89,82,88,2030,CodeChef,2,4,1,4,3,14,70,65,78,76,69,100,66,85,73,75.62,1
3.25,CSE,70,68,67,1520,HackerRank,1,2,1,2,3,13,64,66,75,72,68,81,59,43,59,65,1
3.06,B.B.A,62,54,48,1240,CodeChef,1,1,1,3,2,7,59,60,57,55,53,66,41,24,55,53.65,1
2.95,CSE,50,47,47,1083,CodeChef,1,1,0,3,2,7,42,51,52,50,50,68,52,23,38,45.47,0
3.17,B.B.A,48,48,50,1048,HackerRank,1,2,0,2,3,11,64,55,51,50,55,80,59,39,66,53.44,0
3.69,CSE,76,67,76,1669,Codeforces,1,0,0,3,2,9,59,64,77,75,63,80,61,26,55,63.98,1
2.36,CSE,25,32,41,617,HackerRank,0,1,0,0,3,12,27,22,20,32,35,54,17,15,33,29.9,0
2.72,CSE,48,46,48,1027,LeetCode,0,2,0,2,2,5,34,26,50,46,43,49,31,40,39,40.03,0
2.19,B.B.A,3,5,1,0,Codeforces,0,0,0,0,1,4,10,6,0,1,9,25,7,5,9,6.64,0
2.39,CSE,49,34,43,769,Codeforces,0,1,1,2,1,4,34,37,38,36,36,33,33,12,26,31.57,0
3.1,EEE,64,60,51,1559,HackerRank,1,2,1,1,1,6,60,46,72,66,63,54,46,52,55,56.39,0
3.06,CSE,54,34,45,1021,CodeChef,0,2,1,2,1,6,40,44,43,40,37,41,34,23,38,40.1,0
3.52,EEE,64,66,67,1370,CodeChef,1,4,1,3,1,6,65,39,70,65,59,59,41,63,52,64.16,1
3.31,EEE,81,73,63,1638,LeetCode,2,2,0,4,4,18,67,59,69,75,70,100,73,54,72,70.67,1
3.23,CSE,71,58,64,1400,CodeChef,1,4,0,3,1,7,55,52,56,65,48,54,61,75,46,57.77,1
3.22,CSE,65,63,71,1426,LeetCode,1,1,0,0,4,17,62,52,69,68,61,88,52,42,63,61.21,1
4,B.B.A,75,89,69,1840,CodeChef,2,4,1,5,4,18,91,93,82,84,89,100,81,91,96,86.86,1
2.11,EEE,8,12,6,0,HackerRank,0,1,0,0,2,6,15,7,5,7,18,25,2,28,11,10.74,0
3.55,CSE,79,78,77,1729,LeetCode,2,2,1,1,4,15,71,69,82,78,70,100,48,59,63,76.17,0
2.8,CSE,83,77,64,1857,LeetCode,2,1,0,4,4,17,56,59,68,79,69,100,53,23,61,65.49,1
2.76,CSE,60,52,52,1321,HackerRank,1,2,0,1,0,2,50,38,55,54,45,29,56,53,54,45.22,0
3.68,CSE,99,100,100,2169,Codeforces,2,4,0,3,5,20,86,75,87,95,80,100,68,84,74,89.69,1
2.61,EEE,17,21,13,547,HackerRank,0,1,0,1,0,0,16,18,14,17,15,13,10,11,15,17.15,0
3.71,CSE,86,87,69,1768,LeetCode,2,4,0,3,5,20,83,56,79,82,76,100,61,68,54,83.04,1
